id,name,group,group_en,category,category_en,recommendation,recommendation_en,description,description_en
pgx_cardiovascular_system_drugs_nebivolol,nebivolol,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_propranolol,propranolol,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_sotalol,sotalol,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_timolol,timolol,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,"EMA-approved drug label:
Tác động chẹn beta (giảm nhịp tim, suy tim) đã được ghi nhận khi điều trị với chất ức chế CYP2D6 (unidine, fluoxetine, paramoxetine) và timolol.
Sử dụng phác đồ điều trị tiêu chuẩn.","EMA-approved drug label:
Potentiated systemic beta-blockade (e.g., decreased heart rate, depression) has been reported during combined treatment with CYP2D6 inhibitors (e.g. quinidine, fluoxetine, paroxetine) and timolol.
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_brivaracetam,brivaracetam,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_acenocoumarol,acenocoumarol,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Acenocoumarol là một thuốc chống đông kháng vitamin K. Những thuốc này can thiệp vào cơ chế khử vitamin K ở gan. Vitamin K dạng khử là cofactor của một carboxylase để chuyển acid glutamic thành acid gamma-carboxyglutamic. Bốn yếu tố đông máu (yếu tố II, VII, IX, X) và hai chất ức chế (protein C và S) có các nhóm gamma-carboxyglutamic cần thiết để gắn lên các bề mặt phospholipid để xúc tác các tương tác của chúng. Bệnh nhân có các biến thể trên gen ở CYP2C9 và/hoặc VKORC1: Sự hiện diện của alen CYP2C9 *3 và/hoặc tính đa hình của gen vitamin K oxidoreductase (VKORC1) có thể làm tăng nguy cơ chảy máu. Liều thấp hơn có thể được yêu cầu ở những bệnh nhân này. Gan tổng hợp các yếu tố đông máu II, VII, IX và X, cũng như protein C và S, đòi hỏi sự hiện diện của vitamin K. Các yếu tố đông máu này được kích hoạt sinh học bằng cách bổ sung nhóm cacboxyl vào dư lượng axit glutamic chính trong protein cấu trúc. Trong quá trình này, vitamin K “hoạt động” được chuyển đổi oxy hóa thành dạng “không hoạt động”, sau đó được kích hoạt trở lại bởi phức hợp vitamin K epoxit reductase 1 (VKORC1). Coumarin được cho là ức chế VKORC1, do đó làm cạn kiệt nguồn dự trữ vitamin K chức năng và do đó làm giảm tổng hợp các yếu tố đông máu tích cực.","Acenocoumarol is a vitamin K antagonist. These drugs interfere with vitamin K reduction in the liver. The reduced form of vitamin K is a cofactor of a carboxylase that converts glutamic acid to gamma-carboxyglutamic acid. Four coagulation factors (factors II, VII, IX, X) and two inhibitors (proteins C and S) possess the necessary gamma-carboxyglutamic groups for binding to phospholipid surfaces to catalyze their interactions. Patients with genomic variants in CYP2C9 and/or VKORC1: Presence of the CYP2C9*3 allele and/or polymorphism of the vitamin K oxidoreductase (VKORC1) gene may increase the risk of bleeding. Lower doses may be required in these patients. Hepatic synthesis of coagulation factors II, VII, IX, and X, as well as proteins C and S, requires the presence of vitamin K. These clotting factors are biologically activated by the addition of carboxyl groups to key glutamic acid residues within the proteins’ structure. In the process, “active” vitamin K is oxidatively converted to an “inactive” form, which is then subsequently reactivated by vitamin K epoxide reductase complex 1 (VKORC1). Coumarins are thought to inhibit VKORC1, thus depleting functional vitamin K reserves and hence reduce synthesis of active clotting factors ."
pgx_cardiovascular_system_drugs_clopidogrel,clopidogrel,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Kiểu hình này có hiệu suất chuyển hóa clopidogrel thành các chất chuyển hóa có hoạt tính ở mức bình thường và phản ứng tiểu cầu trong quá trình điều trị do đó cũng ở mức bình thường.
Nếu đang cân nhắc dùng clopidogrel, dùng với liều tiêu chuẩn (75 mg/ngày).","CPIC:
This phenotype results in normal conversion of clopidogrel to its active metabolites and, subsequently, normal on-treatment platelet reactivity.
If considering clopidogrel, use at standard dose (75 mg/day).","Clopidogrel là một tiền chất được hấp thu ở ruột ; và được kích hoạt trong gan. Việc chuyển clopidogrel thành chất chuyển hóa có hoạt tính của nó đòi hỏi hai bước oxy hóa tuần tự. CYP1A2, CYP2B6, CYP2C9, CYP2C19 và CYP3A4/5 được coi là các enzym cytochrom P450 tham gia vào quá trình chuyển hóa clopidogrel. CYP2C19 là một trong những enzym cytochrom P450 ở gan liên quan đến việc hình thành chất chuyển hóa có hoạt tính của clopidogrel. Tính đa hình di truyền của CYP2C19 có liên quan đến sự suy giảm chuyển hóa clopidogrel ở những người tình nguyện khỏe mạnh và ở bệnh nhân. Kiểu hình chuyển hóa kém (PM) có liên quan đến việc tăng nguy cơ biến cố tim mạch. Biến thể di truyền CYP2C19 *2 681 G> A (rs4244285) được xác định là yếu tố quyết định chính đến tiên lượng ở những bệnh nhân trẻ được điều trị bằng clopidogrel sau nhồi máu cơ tim. Hơn nữa, những bệnh nhân mang bất kỳ hai alen mất chức năng CYP2C19 nào (*2, *3 (rs4986893), *4 (rs28399504), hoặc *5 (rs56337013)) có tỷ lệ biến cố tim mạch cao hơn những bệnh nhân không có alen.","Clopidogrel is a prodrug that is absorbed in the intestine ; and activated in the liver. The conversion of clopidogrel to its active metabolite requires two sequential oxidative steps. CYP1A2, CYP2B6, CYP2C9, CYP2C19 and CYP3A4/5 are implicated as cytochrome P450 enzymes involved in the metabolism of clopidogrel. CYP2C19 is one of the hepatic cytochrome P450 enzymes involved in the formation of clopidogrel's active metabolite. Genetic polymorphisms of CYP2C19 are associated with impaired clopidogrel metabolism in healthy volunteers and in patients. This poor metabolizer phenotype has also been associated with an increased risk of cardiovascular events. The CYP2C19*2 genetic variant 681 G>A (rs4244285) was identified as a major determinant of prognosis in young patients who received clopidogrel treatment after myocardial infarction. Furthermore, patients carrying any two CYP2C19 loss-of-function alleles (*2, *3 (rs4986893), *4 (rs28399504), or *5 (rs56337013)) had a higher rate of cardiovascular events than patients who did not have these alleles."
pgx_cardiovascular_system_drugs_phenprocoumon,phenprocoumon,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Phenprocoumon là một thuốc chống đông kháng vitamin K. Những thuốc này can thiệp vào cơ chế khử vitamin K ở gan. Vitamin K dạng khử là cofactor của một carboxylase để chuyển acid glutamic thành acid gamma-carboxyglutamic. Bốn yếu tố đông máu (yếu tố II, VII, IX, X) và hai chất ức chế (protein C và S) có các nhóm gamma-carboxyglutamic cần thiết để gắn lên các bề mặt phospholipid để xúc tác các tương tác của chúng. Bệnh nhân có các biến thể trên gen ở CYP2C9 và/hoặc VKORC1: Sự hiện diện của alen CYP2C9 * 3 và/hoặc tính đa hình của gen vitamin K oxidoreductase (VKORC1) có thể làm tăng nguy cơ chảy máu. Liều thấp hơn có thể được yêu cầu ở những bệnh nhân này. Gan tổng hợp các yếu tố đông máu II, VII, IX và X, cũng như protein C và S, đòi hỏi sự hiện diện của vitamin K. Các yếu tố đông máu này được kích hoạt sinh học bằng cách bổ sung nhóm cacboxyl vào dư lượng axit glutamic chính trong protein cấu trúc. Trong quá trình này, vitamin K “hoạt động” được chuyển đổi oxy hóa thành dạng “không hoạt động”, sau đó được kích hoạt trở lại bởi phức hợp vitamin K epoxit reductase 1 (VKORC1). Coumarin được cho là ức chế VKORC1, do đó làm cạn kiệt nguồn dự trữ vitamin K chức năng và do đó làm giảm tổng hợp các yếu tố đông máu tích cực.","Phenprocoumon is a vitamin K antagonist. These drugs interfere with vitamin K reduction in the liver. The reduced form of vitamin K is a cofactor of a carboxylase that converts glutamic acid to gamma-carboxyglutamic acid. Four coagulation factors (factors II, VII, IX, X) and two inhibitors (proteins C and S) possess the necessary gamma-carboxyglutamic groups for binding to phospholipid surfaces to catalyze their interactions. Patients with genomic variants in CYP2C9 and/or VKORC1: Presence of the CYP2C9*3 allele and/or polymorphism of the vitamin K oxidoreductase (VKORC1) gene may increase the risk of bleeding. Lower doses may be required in these patients. Hepatic synthesis of coagulation factors II, VII, IX, and X, as well as proteins C and S, requires the presence of vitamin K. These clotting factors are biologically activated by the addition of carboxyl groups to key glutamic acid residues within the proteins’ structure. In the process, “active” vitamin K is oxidatively converted to an “inactive” form, which is then subsequently reactivated by vitamin K epoxide reductase complex 1 (VKORC1). Coumarins are thought to inhibit VKORC1, thus depleting functional vitamin K reserves and hence reduce synthesis of active clotting factors ."
pgx_cardiovascular_system_drugs_ticagrelor,ticagrelor,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_amiodarone,amiodarone,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_disopyramide,disopyramide,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_flecainide,flecainide,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Flecainide được chuyển hoá chủ yếu bởi cytochrome P450 (CYP) 2D6. Các nghiên cứu sớm đã cho thấy sự giảm hoạt động của CYP2D6 có liên quan đến việc giảm thanh thải flecainide. Bệnh nhân mang các allele CYP2D6 giảm hoạt tính (VD: *10, *21, *36,...) làm giảm chuyển flecainide thành chất chuyển hoá không có hoạt tính. Điều này làm tăng nguy cơ gặp các tác dụng phụ.","Flecainide is mainly metabolized by cytochrome P450 (CYP) 2D6. Early studies have shown that decreased phenotypic activity of CYP2D6 was associated with reduced clearance of flecainide. Patient carring reduced function alleles of CYP2D6 (e.g. *10, *21, *36,...) reduces conversion of flecainide to inactive metabolites. This may increase the risk of side effects."
pgx_cardiovascular_system_drugs_propafenone,propafenone,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Propafenone là một thuốc chống loạn nhịp được chuyển hoá chủ yếu bởi CYP2D6. Do đó, nồng độ propafenone trong huyết tương bị ảnh hưởng đáng kể bởi kiểu gen CYP2D6. Nồng độ đáy trung bình ở trạng thái cân bằng khi dùng thuốc đường uống ở nhóm kiểu hình chuyển hoá kém (PMs) và kiểu hình chuyển hoá trung bình (IMs) cao hơn xấp xỉ 19 lần so với kiểu hình chuyển hoá bình thường (NMs) và kiểu hình chuyển hoá nhanh (UMs). Kiểu hình PMs làm tăng tổng nồng độ trong huyết tương của propafenone và chất chuyển hoá có hoạt tính 5-hydroxypropafenone, do đó làm tăng nguy cơ gặp các tác dụng phụ.","Propafenone is an anti-arrhythmic agent, which is primarily metabolized by CYP2D6. Therefore, plasma propafenone concentrations were markedly influenced by CYP2D6 genotype. The average trough plasma propafenone concentration during oral therapy at steady state was ~19 times higher in the poor metabolizers (PMs) plus intermediate metabolizer (IMs) group than among the NMs plus UMs subjects. PMs phenotype increases the sum of the plasma concentrations of propafenone and the active metabolite 5-hydroxypropafenone, thereby increasing the risk of side effects."
pgx_cardiovascular_system_drugs_quinidine,quinidine,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_ranolazine,ranolazine,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_vernakalant,vernakalant,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_losartan,losartan,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,"Swissmedic (Switzerland) label:
CYP2C9 tham gia vào quá trình chuyển hóa losartan thành các chất chuyển hóa có hoạt tính của nó.
Sử dụng phác đồ điều trị tiêu chuẩn.","Swissmedic (Switzerland) label:
CYP2C9 is involved in the conversion of losartan to its active metabolites.
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_avatrombopag,avatrombopag,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_clonidine,clonidine,Thuốc điều trị tim mạch,cardiac therapy,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_cardiovascular_system_drugs_dronedarone,dronedarone,Thuốc điều trị tim mạch,cardiac therapy,CẢNH GIÁC KHI SỬ DỤNG,Warning,"EMA-approved drug label:
Chống chỉ định dùng cùng với các chất ức chế CYP3A4, như ketoconazole, itraconazole, voriconazole, posaconazole, telithromycin, clarithromycin, nefazodone và ritonavir.","EMA-approved drug label:
Co-administration with CYP3A4 inhibitors, such as ketoconazole, itraconazole, voriconazole, posaconazole, telithromycin, clarithromycin, nefazodone and ritonavir is contraindicated.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_diabetes_glibenclamide,glibenclamide,Thuốc dùng trong điều trị bệnh tiểu đường,diabetes,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_diabetes_gliclazide,gliclazide,Thuốc dùng trong điều trị bệnh tiểu đường,diabetes,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_diabetes_glimepiride,glimepiride,Thuốc dùng trong điều trị bệnh tiểu đường,diabetes,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_diabetes_tolbutamide,tolbutamide,Thuốc dùng trong điều trị bệnh tiểu đường,diabetes,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_other_alimentary_tract_eliglustat,eliglustat,Các chế phẩm cho đường tiêu hóa và chuyển hoá khác,other alimentary tract,CẢNH GIÁC KHI SỬ DỤNG,Warning,"FDA-approved drug label:
Kiểu hình này làm thay đổi nồng độ trong cơ thể, hiệu quả và nguy cơ gặp các phản ứng bất lợi của thuốc (kéo dài khoảng QT).
Liều 84 mg, 2 lần/ngày được khuyến cáo.","FDA-approved drug label:
This phenotype alters systemic concentrations, effectiveness, and adverse reaction risk (QT prolongation).
A dose of 84 mg 2x daily is recommended.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_antineoplastic_agents_celecoxib,celecoxib,Thuốc điều trị ung thư,antineoplastic agents,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.","CPIC:
Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.","Sau khi uống, celecoxib được hấp thu nhanh chóng và đạt được nồng độ đỉnh trong huyết thanh trong khoảng 3 giờ. Nó được chuyển hóa nhiều ở gan và rất ít thuốc (<3%) được thải trừ dưới dạng không đổi. Các con đường bài tiết chính của celecoxib là phân và nước tiểu. Celecoxib được chuyển hóa chủ yếu thông qua quá trình hydroxyl hóa metyl để tạo thành hydroxycelecoxib. Phản ứng này phần lớn được xúc tác bởi CYP2C9, mặc dù CYP3A4 cũng đóng một vai trò thứ yếu (<25%). Tính đa hình trong CYP2C9 có thể có tác động trực tiếp đến dược động học của celecoxib và sự thay đổi trong đáp ứng thuốc. Kiểu hình chuyển hóa kém (ví dụ: người mang alen CYP2C9 * 3) tăng đáp ứng với celecoxib khi so sánh với kiểu hình chuyển hóa CYP2C9 bình thường. Do đó, các thuốc ức chế CYP2C9 nên được sử dụng thận trọng cho những bệnh nhân đang dùng celecoxib.","After oral administration, celecoxib is rapidly absorbed and achieves peak serum concentration in about 3 hours. It is extensively metabolized in the liver with very little drug (<3%) being eliminated unchanged. The major routes of excretion for celecoxib are feces and urine. Celecoxib is metabolized primarily through methyl hydroxylation to form hydroxycelecoxib. This reaction is largely catalyzed by CYP2C9, although CYP3A4 also plays a minor (<25%) role. polymorphisms in CYP2C9 are likely to have a direct impact on celecoxib pharmacokinetics and variability in drug responses. Individuals who are poor metabolizers of CYP2C9 substrates (eg. CYP2C9*3 allele carriers) have increased exposure to celecoxib when compared to those with normal CYP2C9 activity (see Pharmacogenomics section). Drugs that inhibit CYP2C9 should therefore be used with caution in patients taking celecoxib."
pgx_antineoplastic_agents_irinotecan,irinotecan,Thuốc điều trị ung thư,antineoplastic agents,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Irinotecan là một tiền thuốc với hoạt tính kháng khối u mạnh. Chất chuyển hoá có hoạt tính SN-38 (7-ethyl-10 hydroxycamptothecin) được tạo thành nhờ phản ứng thuỷ phân irinotecan bằng carboxylesterase. SN-38 sau đó được liên hợp bởi uridine diphosphate glucuronosyltransferases (UGTs) để tạo thành chất chuyển hoá không có hoạt tính, SN-38 glucuronid (SN-38G), tại gan, chất này được thải trừ vào mật và nước tiểu. Vì SN-38G trong mật được bài tiết vào ruột non nên có thể bị phân cắt bởi enzym glucuronidase của vi khuẩn tại đại tràng trả lại SN-38, đây được xem là một trong những cơ chế của độc tính tiêu chảy khởi phát muộn của irinotecan. Các enzym UGT1A, đặc biệt là UGT1A1, là các enzym có thể glucuronid hoá SN-38 và do đó có ảnh hưởng đến độc tính của irinotecan. Nhiều nghiên cứu đã báo cáo rằng các alen giảm hoạt tính (UGT1A1*6 và UGT1A1*8) có mối liên quan có ý nghĩa với các độc tính nghiêm trọng của irinotecan. Tiêu chảy nghiêm trọng và giảm bạch cầu thường xảy ra trên những bệnh nhân có kiểu hình UGT1A chuyển hoá kém (PMs).","Irinotecan is a prodrug with strong antitumor activity. The active metabolite SN-38 (7-ethyl-10 hydroxycamptothecin) is formed by hydrolysis of the parent compound with carboxylesterases. SN-38 is subsequently conjugated by uridine diphosphate glucuronosyltransferases (UGTs) to form an inactive metabolite, SN-38 glucuronide (SN-38G), in the liver, which is excreted into bile and urine. Because the biliary SN-38G excreted into the small intestine could be cleaved by bacterial glucuronidases in the colon to return SN-38, the regenerated SN-38 is assumed to be one of the mechanisms of late-onset diarrhea toxicity of irinotecan. UGT1As, especially UGT1A1, are enzymes that can glucuronidate SN-38 and so affect the toxicity of irinotecan. Many studies reported that the reduced function alleles (UGT1A1*6 and UGT1A1*28) are significantly associated with severe irinotecan-induced toxicity. Severe diarrhea and leukopenia occur more often in patients with UGT1A poor metabolizers (PMs) (UGT1A1*28/*28 genotype)."
pgx_antineoplastic_agents_axitinib,axitinib,Thuốc điều trị ung thư,antineoplastic agents,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antineoplastic_agents_capecitabine,capecitabine,Thuốc điều trị ung thư,antineoplastic agents,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Kiểu hình này có hoạt tính DPD bình thường và nguy cơ gặp độc tính của fluoropyrimidine cũng ở mức bình thường.
Dựa vào kiểu gen, không có chỉ định gì về thay đổi liều hay trị liệu. Sử dụng liều như được khuyến cáo trên bìa sản phẩm.","CPIC:
This phenotype results in normal DPD activity and a normal risk for fluoropyrimidine toxicity.
Based on genotype, there is no indication to change dose or therapy. Use label-recommended dosage and administration.","Dihydropyrimidine dehydrogenase (DPD) được mã hoá bởi gen DPYD là enzym tham gia vào bước đầu tiên và cũng là bước giới hạn tốc độ trong con đường chuyển hoá 5-fluorouracil thành dihydrofluorouracil (DHFU). Sự giảm hoạt tính của DPD dẫn đến việc giảm thanh thải và tăng thời gian bán thải của 5-fluorouracil, và có thể gây ra các độc tính quá liều. Capecitabine là một tiền thuốc của 5-fluorouracil, trong cơ thể sẽ được chuyển thành 5-fluorouracil và cũng được chuyển hoá bằng DPD. Do đó, các độc tính gặp phải cũng sẽ tương tự 5-fluorouracil trên người bệnh mang các biến thể DPYD giảm/mất hoạt tính. Sự thiếu hụt về số lượng và chất lượng DPD đóng góp tối thiểu 50% các ca gặp độc tính nghiêm trọng của các thuốc fluoropyrimidines. Bệnh nhân mang các biến thể DPYD giảm/mất hoạt tính chứng tỏ thiếu hụt một phần DPD và nên tránh dùng capecitabine hoặc được giảm liều khi bắt đầu điều trị.","Dihydropyrimidine dehydrogenase (DPD) encoded by DPYD gene is the first and rate-limiting step in the catabolic pathway converting 5-fluorouracil to dihydrofluorouracil (DHFU). Reduced activity of DPD results in reduced clearance and increased half-life of 5-fluorouracil, and can cause profound dose-related toxicities. Capecitabine is a prodrug of 5-fluorouracil, being converted to 5-fluorouracil and also metabolized by DPD in human. Therefore, toxic effects are similar in patients with decreased/no function DPYD variants. The quantitative and qualitative deficiency of DPD is responsible for at least 50% of severe toxicity cases that are attributed to fluoropyrimidines. Patients carrying DPYD decreased/no function variants demonstrate partial DPD deficiency and should avoid capecitabine or receive reduced starting doses."
pgx_antineoplastic_agents_erdafitinib,erdafitinib,Thuốc điều trị ung thư,antineoplastic agents,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antineoplastic_agents_fluorouracil,fluorouracil,Thuốc điều trị ung thư,antineoplastic agents,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Kiểu hình này có hoạt tính enzym DPD bình thường, tuy nhiên bệnh nhân vẫn không thể loại trừ hoàn toàn nguy cơ gặp các độc tính của fluoropyrimidine.
Dựa trên kiểu gen, không có chỉ định nào về thay đổi liều hoặc phác đồ điều trị. Sử dụng theo liều dùng và cách dùng được khuyến cáo trên nhãn thuốc.","CPIC:
This phenotype results in normal DPD activity and a ""normal"" risk for fluoropyrimidine toxicity.
Based on genotype, there is no indication to change dose or therapy. Use label-recommended dosage and administration","Hướng dẫn DPYD được công bố vào tháng 11 năm 2017 đã khuyến nghị giảm 25-50% liều fluoropyrimidines (từ liều tiêu chuẩn) ở kiểu hình chuyển hóa trung bình DPYD với điểm hoạt động là 1,5. Một nghiên cứu tiền cứu gần đây cung cấp bằng chứng hỗ trợ khuyến nghị giảm 50% liều ở những người mang gen dị hợp tử của các biến thể giảm chức năng c.2846A> T (rs67376798) hoặc c.1129–5923C> G (rs75017182); HapB3 hoặc SNP c.1236G> A; rs56038477). Những dữ liệu này gợi ý rằng tất cả những kiểu hình chuyển hóa trung bình (IM) có điểm hoạt động là 1,5 nên được giảm liều 50%. Ngoài ra, các báo cáo trường hợp gần đây từ những bệnh nhân đồng hợp tử với c.2846A> T (điểm hoạt động là 1) chỉ ra rằng có thể cần phải giảm liều hơn 50% ở một số người mang kiểu gen này. Do đó, ở những bệnh nhân có điểm hoạt động là 1 do kiểu gen c.2846A>T đồng hợp tử, bác sĩ lâm sàng nên giảm> 50% liều khởi đầu.","The DPYD guideline published in November 2017 recommended to reduce the dose of fluoropyrimidines by 25-50% (from the full standard dose) in DPYD Intermediate Metabolizers with an activity score of 1.5. A recent prospective study provides evidence to support a recommendation for a 50% dose reduction in heterozygous carriers of the decreased function variants c.2846A>T (rs67376798) or c.1129–5923C>G (rs75017182); HapB3 or its tagging SNP c.1236G>A; rs56038477). These data suggest that all Intermediate Metabolizers with an activity score of 1.5 should receive a 50% dose reduction. In addition, recent case reports from patients who are homozygous for c.2846A>T (activity score of 1) indicate that a dose reduction of more than 50% may be required in some carriers of this genotype. Therefore, in patients with an activity score of 1 due to a homozygous c.2846A>T genotype, clinicians should be aware that a >50% reduction in starting dose might be warranted."
